Date,Open,High,Low,Close,Adj Close,Volume
2023-10-03,827.000000,835.750000,808.909973,814.830017,805.104309,1876100
2023-10-04,820.330017,830.580017,816.299988,823.809998,813.977173,1641700
2023-10-05,820.109985,828.630005,815.479980,823.859985,814.026550,1147400
2023-10-06,819.400024,848.390015,811.719971,845.260010,835.171143,2109800
2023-10-09,840.460022,856.609985,837.830017,855.880005,845.664368,1576000
2023-10-10,857.150024,872.549988,855.719971,858.409973,848.164124,1471800
2023-10-11,859.710022,875.340027,856.549988,874.559998,864.121399,1433400
2023-10-12,876.429993,917.929993,876.429993,905.599976,894.790833,4387100
2023-10-13,909.000000,925.909973,882.090027,883.179993,872.638489,2831200
2023-10-16,890.969971,915.789978,890.969971,902.570007,891.797058,2115000
2023-10-17,885.150024,892.979980,866.000000,884.400024,873.843933,3300800
2023-10-18,879.950012,895.630005,875.200012,887.030029,876.442627,2040400
2023-10-19,887.020020,889.489990,865.669983,867.830017,857.471802,2662000
2023-10-20,874.900024,874.900024,851.840027,853.630005,843.441223,2694600
2023-10-23,857.960022,873.599976,842.820007,862.219971,851.928589,1645600
2023-10-24,864.000000,883.000000,863.119995,881.109985,870.593201,1497200
2023-10-25,877.070007,878.729980,846.080017,849.630005,839.488953,2143200
2023-10-26,847.909973,854.419983,818.340027,826.750000,816.882019,2791700
2023-10-27,830.000000,840.210022,828.539978,838.359985,828.353455,1823600
2023-10-30,841.099976,849.429993,827.150024,841.250000,831.208923,2088900
2023-10-31,843.890015,845.500000,832.599976,841.369995,831.327515,1474700
2023-11-01,842.000000,853.830017,835.570007,852.940002,842.759399,1868400
2023-11-02,862.000000,880.500000,860.000000,871.299988,860.900269,1875900
2023-11-03,877.500000,887.500000,871.059998,882.679993,872.144531,1803100
2023-11-06,881.559998,885.890015,871.210022,880.830017,870.316589,1287000
2023-11-07,882.320007,901.770020,876.159973,897.820007,887.103760,1936500
2023-11-08,900.000000,912.909973,899.000000,911.130005,900.254883,1528000
2023-11-09,912.500000,929.799988,908.559998,911.380005,900.501892,2448600
2023-11-10,921.739990,958.950012,918.210022,957.520020,946.091248,3627200
2023-11-13,950.049988,952.400024,940.479980,946.929993,935.627625,1689300
2023-11-14,962.340027,976.770020,955.250000,972.960022,961.346924,2388600
2023-11-15,979.510010,981.750000,966.909973,975.400024,963.757813,1609900
2023-11-16,964.000000,968.700012,950.520020,959.549988,948.096924,2619800
2023-11-17,958.210022,983.890015,951.000000,977.729980,966.059998,1978900
2023-11-20,973.000000,999.869995,973.000000,995.710022,983.825378,1867400
2023-11-21,975.000000,991.000000,971.630005,981.200012,969.488586,4334400
2023-11-22,983.690002,987.989990,971.000000,972.000000,960.398376,3374300
2023-11-24,974.960022,979.859985,966.750000,978.869995,967.186401,2315800
2023-11-27,976.150024,981.010010,949.330017,950.239990,938.898132,9696200
2023-11-28,939.940002,950.859985,934.159973,946.349976,935.054504,3902500
2023-11-29,948.340027,959.429993,939.369995,940.830017,929.600403,3484300
2023-11-30,941.000000,942.419983,918.369995,925.729980,914.680664,4957100
2023-12-01,922.460022,933.900024,908.000000,930.000000,918.899658,2960300
2023-12-04,920.640015,930.969971,916.440002,923.969971,912.941589,2500900
2023-12-05,911.599976,917.270020,905.849976,913.119995,902.221191,3706600
2023-12-06,920.359985,920.969971,903.099976,903.640015,892.854309,2481300
2023-12-07,905.539978,924.119995,903.640015,922.260010,911.252075,4351700
2023-12-08,927.840027,950.729980,910.530029,944.299988,933.028992,6963800
2023-12-11,957.010010,1039.510010,956.090027,1029.239990,1016.955078,10118400
2023-12-12,1027.989990,1079.390015,1024.579956,1072.280029,1059.481445,9024200
2023-12-13,1068.000000,1099.780029,1062.540039,1089.689941,1076.683472,7165400
2023-12-14,1092.180054,1121.459961,1090.280029,1106.489990,1093.283081,6696400
2023-12-15,1095.219971,1149.880005,1094.619995,1129.739990,1116.255615,11848900
2023-12-18,1120.800049,1151.819946,1118.640015,1147.000000,1133.309570,5474100
2023-12-19,1142.000000,1150.459961,1132.510010,1139.579956,1131.155518,3602000
2023-12-20,1132.699951,1141.359985,1109.260010,1110.380005,1102.171509,3452300
2023-12-21,1132.650024,1135.420044,1115.000000,1127.290039,1118.956543,2410600
2023-12-22,1127.979980,1132.000000,1113.530029,1121.979980,1113.685791,1907000
2023-12-26,1124.239990,1135.500000,1123.020020,1131.890015,1123.522461,1679300
2023-12-27,1136.000000,1139.569946,1122.959961,1126.170044,1117.844849,2005500
2023-12-28,1131.689941,1132.239990,1119.050049,1122.410034,1114.112671,2124700
2023-12-29,1121.459961,1124.380005,1114.670044,1116.250000,1107.998169,2054900
2024-01-02,1092.119995,1102.000000,1077.089966,1085.380005,1077.356323,2883100
2024-01-03,1070.199951,1075.000000,1055.310059,1058.579956,1050.754395,3473500
2024-01-04,1057.959961,1069.500000,1047.369995,1049.010010,1041.255249,2565800
2024-01-05,1051.599976,1055.459961,1041.510010,1049.280029,1041.523193,2247000
2024-01-08,1056.500000,1078.000000,1052.000000,1074.849976,1066.904175,3311000
2024-01-09,1065.619995,1088.550049,1064.709961,1082.489990,1074.487671,2322500
2024-01-10,1080.349976,1082.959961,1062.599976,1080.569946,1072.581787,1764300
2024-01-11,1084.319946,1101.300049,1074.510010,1099.979980,1091.848389,2575700
2024-01-12,1112.099976,1115.689941,1100.010010,1107.680054,1099.491455,2687900
2024-01-16,1112.339966,1126.239990,1098.630005,1114.959961,1106.717651,2614500
2024-01-17,1106.290039,1113.109985,1090.209961,1103.670044,1095.511230,1831400
2024-01-18,1124.900024,1146.550049,1121.880005,1143.910034,1135.453735,3222800
2024-01-19,1157.310059,1217.000000,1156.000000,1211.199951,1202.246094,5304900
2024-01-22,1216.250000,1231.329956,1208.219971,1220.500000,1211.477417,3122200
2024-01-23,1221.000000,1226.979980,1203.520020,1226.310059,1217.244507,1695200
2024-01-24,1242.300049,1284.550049,1231.010010,1253.869995,1244.600708,3480500
2024-01-25,1281.000000,1281.000000,1228.800049,1230.000000,1220.907227,3635600
2024-01-26,1219.699951,1221.209961,1200.229980,1204.880005,1195.972900,2581800
2024-01-29,1214.910034,1223.670044,1204.989990,1217.770020,1208.767700,2152600
2024-01-30,1216.770020,1228.000000,1204.290039,1208.160034,1199.228760,2068300
2024-01-31,1189.449951,1197.219971,1174.310059,1180.000000,1171.276855,2740000
2024-02-01,1187.349976,1203.089966,1179.109985,1200.010010,1191.138916,1941100
2024-02-02,1208.750000,1234.689941,1205.150024,1224.339966,1215.289063,2668600
2024-02-05,1226.959961,1247.750000,1222.150024,1243.099976,1233.910278,2204500
2024-02-06,1263.569946,1272.109985,1211.939941,1222.650024,1213.611572,2535400
2024-02-07,1234.000000,1259.510010,1226.699951,1257.060059,1247.767212,2576800
2024-02-08,1267.000000,1295.969971,1265.010010,1274.760010,1265.336304,2932600
2024-02-09,1252.030029,1285.750000,1248.989990,1283.439941,1273.952148,2629300
2024-02-12,1290.010010,1290.069946,1259.000000,1265.000000,1255.648438,2477800
2024-02-13,1235.119995,1255.869995,1227.089966,1251.650024,1242.397217,3190700
2024-02-14,1269.239990,1273.000000,1241.319946,1262.219971,1252.889038,2730600
2024-02-15,1279.949951,1280.000000,1244.849976,1265.069946,1255.717896,2187300
2024-02-16,1259.040039,1275.680054,1242.390015,1245.479980,1236.272705,2126300
2024-02-20,1235.859985,1237.719971,1212.560059,1226.550049,1217.482788,2632900
2024-02-21,1218.000000,1228.050049,1202.640015,1227.449951,1218.376099,2064000
2024-02-22,1281.709961,1310.979980,1276.469971,1304.900024,1295.253540,4081900
2024-02-23,1308.369995,1319.619995,1288.819946,1296.369995,1286.786499,2311500
2024-02-26,1310.000000,1318.790039,1301.459961,1309.130005,1299.452271,1628200
2024-02-27,1309.130005,1311.939941,1292.219971,1296.229980,1286.647583,1212600
2024-02-28,1293.000000,1298.520020,1282.969971,1289.420044,1279.888062,1096700
2024-02-29,1303.310059,1308.400024,1287.280029,1300.489990,1290.876099,2753600
2024-03-01,1325.930054,1407.760010,1320.000000,1399.170044,1388.826660,4441500
2024-03-04,1403.150024,1438.170044,1385.189941,1402.260010,1391.893799,3485400
2024-03-05,1395.000000,1395.000000,1332.369995,1342.750000,1332.823730,3604000
2024-03-06,1391.579956,1394.829956,1347.060059,1350.000000,1340.020020,4319600
2024-03-07,1381.989990,1414.310059,1372.890015,1407.010010,1396.608643,6283200
2024-03-08,1394.250000,1413.000000,1301.579956,1308.719971,1299.045166,7390200
2024-03-11,1277.930054,1299.020020,1252.560059,1293.119995,1283.560547,3110500
2024-03-12,1307.000000,1307.790039,1259.280029,1291.880005,1282.329712,4278900
2024-03-13,1282.880005,1282.880005,1252.359985,1257.869995,1248.571167,3783800
2024-03-14,1262.540039,1273.130005,1247.709961,1262.270020,1252.938721,3802900
2024-03-15,1253.459961,1267.369995,1230.069946,1235.500000,1226.366577,8877600
2024-03-18,1253.979980,1262.880005,1231.699951,1237.239990,1228.093750,2573700
2024-03-19,1216.949951,1240.270020,1204.020020,1238.010010,1228.858032,2449100
2024-03-20,1239.020020,1287.989990,1226.589966,1276.000000,1271.961182,4094600
2024-03-21,1328.319946,1403.609985,1316.000000,1348.000000,1343.733276,7246800
2024-03-22,1350.000000,1376.219971,1346.150024,1353.469971,1349.185913,3859500
2024-03-25,1345.030029,1358.439941,1337.469971,1351.579956,1347.301880,2123700
2024-03-26,1364.689941,1379.939941,1330.510010,1331.489990,1327.275513,2352200
2024-03-27,1350.000000,1350.000000,1296.020020,1318.729980,1314.555908,2558300
2024-03-28,1317.900024,1330.089966,1311.530029,1325.410034,1321.214844,1985600
2024-04-01,1325.680054,1362.979980,1325.410034,1350.260010,1345.986084,1725200
2024-04-02,1315.790039,1342.369995,1303.410034,1338.760010,1334.522461,2469400
2024-04-03,1328.000000,1376.819946,1325.270020,1363.209961,1358.895020,2865000
2024-04-04,1385.319946,1403.979980,1315.000000,1317.500000,1313.329834,2701400
2024-04-05,1326.000000,1361.229980,1314.199951,1339.430054,1335.190430,1941600
2024-04-08,1333.650024,1342.500000,1315.750000,1336.099976,1331.870850,1713900
2024-04-09,1357.369995,1359.479980,1308.640015,1334.079956,1329.857300,1800800
2024-04-10,1323.000000,1335.750000,1315.479980,1322.369995,1318.184326,1746700
2024-04-11,1332.680054,1391.869995,1323.650024,1382.459961,1378.084106,3171300
2024-04-12,1352.010010,1366.510010,1336.619995,1344.069946,1339.815674,2778000
2024-04-15,1370.000000,1370.000000,1306.000000,1310.689941,1306.541260,2437000
2024-04-16,1315.380005,1336.319946,1311.000000,1329.060059,1324.853271,1892300
2024-04-17,1343.109985,1347.000000,1281.420044,1282.630005,1278.570190,2471800
2024-04-18,1288.000000,1292.650024,1255.459961,1258.989990,1255.005005,2488800
2024-04-19,1258.989990,1260.000000,1197.560059,1204.709961,1200.896729,4455800
2024-04-22,1224.500000,1233.199951,1200.540039,1224.459961,1220.584229,2516200
2024-04-23,1228.170044,1257.900024,1228.020020,1249.189941,1245.235962,2202500
2024-04-24,1263.900024,1285.619995,1244.959961,1256.819946,1252.841797,2010800
2024-04-25,1272.449951,1308.030029,1257.000000,1294.420044,1290.322876,3041000
2024-04-26,1310.000000,1355.829956,1303.130005,1344.069946,1339.815674,2410000
2024-04-29,1344.079956,1352.979980,1325.699951,1338.619995,1334.382935,1337200
2024-04-30,1328.880005,1348.349976,1299.050049,1300.270020,1296.154297,2211300
2024-05-01,1278.329956,1292.369995,1241.349976,1242.859985,1238.926025,3095800
2024-05-02,1256.280029,1264.449951,1223.310059,1238.569946,1234.649536,2948000
2024-05-03,1259.000000,1283.880005,1247.140015,1278.109985,1274.064453,2489800
2024-05-06,1286.219971,1310.770020,1275.069946,1310.310059,1306.162598,1628700
2024-05-07,1316.439941,1318.989990,1296.760010,1303.109985,1298.985352,1241300
2024-05-08,1293.500000,1337.910034,1288.489990,1325.369995,1321.174927,1391800
2024-05-09,1317.829956,1321.609985,1302.000000,1305.670044,1301.537231,1217000
2024-05-10,1315.310059,1344.000000,1315.310059,1332.800049,1328.581421,1630000
2024-05-13,1348.000000,1358.390015,1330.109985,1337.510010,1333.276489,1850700
2024-05-14,1332.339966,1381.989990,1325.800049,1380.030029,1375.661865,1942000
2024-05-15,1380.000000,1438.949951,1369.979980,1436.170044,1431.624268,3275700
2024-05-16,1426.000000,1445.400024,1405.060059,1412.130005,1407.660278,2839500
2024-05-17,1412.420044,1419.530029,1381.780029,1395.290039,1390.873657,1817400
2024-05-20,1396.000000,1416.939941,1393.160034,1414.030029,1409.554321,2717000
2024-05-21,1398.680054,1409.390015,1393.459961,1399.199951,1394.771118,1533300
2024-05-22,1396.010010,1405.000000,1384.219971,1392.239990,1387.833252,2100200
2024-05-23,1428.430054,1429.000000,1378.000000,1393.290039,1388.879883,3103900
2024-05-24,1399.790039,1413.579956,1392.020020,1407.839966,1403.383789,1672100
2024-05-28,1410.000000,1417.180054,1392.540039,1412.449951,1407.979248,2291900
2024-05-29,1399.099976,1399.099976,1383.000000,1390.670044,1386.268188,2686100
2024-05-30,1379.000000,1382.780029,1355.640015,1364.079956,1359.762329,2172800
2024-05-31,1361.359985,1362.550049,1307.260010,1328.550049,1324.344849,7309100
2024-06-03,1352.699951,1353.000000,1302.530029,1321.900024,1317.715942,2627800
2024-06-04,1320.400024,1331.989990,1307.010010,1330.819946,1326.607544,2304800
2024-06-05,1346.000000,1414.349976,1340.540039,1413.089966,1408.617188,3294700
2024-06-06,1421.869995,1422.689941,1388.239990,1401.270020,1396.834717,2017200
2024-06-07,1407.780029,1425.000000,1397.020020,1406.640015,1402.187622,1785900
2024-06-10,1409.800049,1449.050049,1409.130005,1440.469971,1435.910522,3108200
2024-06-11,1438.199951,1465.010010,1416.229980,1461.030029,1456.405518,3484400
2024-06-12,1500.000000,1505.800049,1476.400024,1495.510010,1490.776367,5669700
2024-06-13,1710.000000,1735.849976,1652.520020,1678.989990,1673.675537,8906100
2024-06-14,1686.859985,1747.239990,1682.099976,1735.040039,1729.548218,6970500
2024-06-17,1800.000000,1843.000000,1778.579956,1828.869995,1823.081177,8752800
2024-06-18,1839.589966,1851.619995,1785.010010,1802.520020,1796.814575,8679700
2024-06-20,1803.459961,1804.750000,1722.219971,1734.560059,1729.069702,6815700
2024-06-21,1695.660034,1714.000000,1651.420044,1658.630005,1653.380005,9999900
2024-06-24,1642.050049,1661.000000,1590.660034,1592.209961,1592.209961,5857500
2024-06-25,1600.130005,1606.040039,1564.000000,1580.790039,1580.790039,5681000
2024-06-26,1597.619995,1618.180054,1573.589966,1592.000000,1592.000000,4647900
2024-06-27,1592.000000,1605.619995,1571.000000,1586.660034,1586.660034,3164900
2024-06-28,1595.880005,1639.229980,1586.000000,1605.530029,1605.530029,6937700
2024-07-01,1608.199951,1648.750000,1593.500000,1640.800049,1640.800049,4762300
2024-07-02,1640.800049,1659.199951,1622.000000,1657.479980,1657.479980,3253900
2024-07-03,1670.000000,1729.219971,1664.459961,1729.219971,1729.219971,3995400
2024-07-05,1755.560059,1765.469971,1696.000000,1703.310059,1703.310059,4517900
